geracao_primeira_avaliacao,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,threshold,fitness,accuracy,precision,recall,f1,roc_auc
5,200,20.0,30,15,0.3,entropy,balanced_subsample,0.5,0.6694559563870854,0.7005583333333333,0.5083902918184423,0.6759448208309525,0.5803151169717002,0.764745007686587
5,800,12.0,30,1,0.5,log_loss,balanced,0.5,0.6788160556155343,0.69225,0.4982902185042793,0.7017658422441705,0.582777865648372,0.7664305196103496
5,100,8.0,30,10,log2,gini,balanced,0.5,0.6696117754483659,0.6900666666666667,0.49575229801644893,0.6970315348406932,0.5794092368932917,0.7624808706766746
5,800,,30,1,log2,gini,balanced_subsample,0.5,0.6492437772300057,0.6980666666666666,0.5055365454506812,0.6471852637879901,0.5676578683595055,0.7508521920702338
5,300,12.0,30,15,0.3,log_loss,balanced,0.5,0.6816593924023219,0.6933083333333333,0.49951578539608754,0.7017114249176938,0.583596392971499,0.7671150500229396
5,800,20.0,30,15,0.3,log_loss,balanced,0.55,0.6395908444772496,0.7210666666666666,0.5392229527794381,0.6136369820150736,0.5740283539922115,0.7649827854912117
5,200,12.0,30,15,log2,gini,balanced,0.5,0.6832229873523332,0.69415,0.5004944064214669,0.7023644328354148,0.5844899807539907,0.7672479934007975
5,650,12.0,16,2,sqrt,log_loss,balanced,0.5,0.6812853625548299,0.6943083333333333,0.5006822346107365,0.6988817239409028,0.5834080972119698,0.7670646304713304
5,400,12.0,30,15,log2,gini,balanced,0.5,0.6828766435167304,0.693875,0.5001745133017916,0.7018474682338857,0.5840928389470704,0.7672697245094429
5,200,12.0,30,20,log2,log_loss,balanced,0.5,0.6830068016343835,0.6938,0.5000872076122556,0.7021195548662694,0.5841274871539489,0.7672590231935105
5,400,24.0,30,15,0.3,entropy,balanced,0.55,0.6410210604352284,0.7186916666666666,0.535323523863422,0.6176910728375915,0.5735652657242835,0.7639619917641092
5,200,12.0,30,15,log2,entropy,balanced_subsample,0.5,0.6817377218125347,0.69535,0.5019044828596543,0.6991266019100482,0.5843225542365944,0.7673359387281391
5,200,12.0,8,5,log2,log_loss,balanced,0.5,0.6804874445244544,0.6950916666666667,0.5016053878382082,0.6971131608304084,0.5834158782206738,0.7670470347382737
5,400,12.0,30,1,0.5,entropy,balanced_subsample,0.5,0.679042467735322,0.6942916666666666,0.5006662486283117,0.6951813457404837,0.5821040041009284,0.7663186436873031
5,650,12.0,30,15,0.3,log_loss,balanced,0.5,0.6828549891572812,0.6937916666666667,0.5000775404179428,0.7019018855603624,0.5840455517947906,0.7671419004667236
5,200,16.0,30,15,log2,entropy,balanced,0.5,0.6802195935890704,0.6966583333333334,0.5034649761782888,0.6958071449949664,0.5842119090317202,0.7673712225272777
5,100,12.0,30,20,log2,gini,balanced,0.5,0.6829042290848609,0.6943,0.5006697338535904,0.7017386335809321,0.5843926313642852,0.7672162182566237
5,200,30.0,30,15,0.3,entropy,balanced_subsample,0.5,0.6691485289889,0.7003833333333334,0.5081695670845177,0.6761352814736212,0.5802414364769888,0.7632608855306954
5,500,24.0,16,15,0.5,gini,balanced,0.5,0.6708973472095974,0.694025,0.5003586943525566,0.6831823252523603,0.5776499683671709,0.7606812413435358
5,800,12.0,2,15,sqrt,gini,balanced,0.5,0.6827732564756841,0.694075,0.5004075612312231,0.7015481729382635,0.5841479853645828,0.7673287321763624
5,400,,30,2,sqrt,log_loss,balanced,0.55,0.6319127828882813,0.710175,0.5230048480328174,0.6105351944058989,0.5633905369270749,0.7526191373100177
5,400,12.0,30,1,0.3,entropy,balanced_subsample,0.5,0.6804017540036745,0.695125,0.5016449300904712,0.6970043261774549,0.5834045024425238,0.7669138259642508
5,400,12.0,2,15,sqrt,log_loss,balanced_subsample,0.5,0.6816165644328802,0.6951916666666667,0.5017186828639506,0.6989633499306179,0.5841396168495253,0.767364687636978
5,400,12.0,30,10,log2,gini,balanced,0.5,0.6829211038137704,0.694,0.5003200341369746,0.7018474682338857,0.5841920507303816,0.7673285115576292
6,800,12.0,30,4,0.5,entropy,balanced,0.5,0.6786205219626114,0.692275,0.4983180605498202,0.7013305036323565,0.5826467297324789,0.7663666212346673
6,300,12.0,30,15,log2,entropy,balanced_subsample,0.5,0.6814647049735824,0.6953333333333334,0.5018862023807197,0.6986368459717575,0.5841390449757717,0.7673456431742398
6,300,12.0,2,15,sqrt,log_loss,balanced,0.5,0.6814612587638799,0.6927916666666667,0.4989196280433692,0.7036432400076185,0.5838554189666655,0.767303675934854
6,800,12.0,8,5,sqrt,log_loss,balanced,0.5,0.6814820062289646,0.6944833333333333,0.5008869568607576,0.6991266019100482,0.5836323990369328,0.7671412626334526
